datasetURL (publicationState),datasetTitle (dataverseName),"fileName (fileType, fileSize)"
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),Bz_uc0_sat-1.png (image/png; 213.92 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),Bz_uc0_sat-1.png (image/png; 235.4 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),Bz_uc0_sat-1.png (image/png; 254.71 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),Bz_uc0_sat-1.png (image/png; 247.62 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),Bz_uc0_sat-1.png (image/png; 207.2 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),Bz_uc0_sat-1.png (image/png; 276.16 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),Bz_uc0_satsatsat-1.png (image/png; 431.45 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),demag-1.sam (application/octet-stream; 66 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF1000G-S2-1M_Tesla-1.mat (application/matlab-mat; 189.24 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF1000G-S2-1M_Tesla-1.png (image/png; 20.33 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF100G-S2-100k_Tesla-1.mat (application/matlab-mat; 178.25 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF100G-S2-100k_Tesla-1.png (image/png; 13.01 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF200G-S2-100k_Tesla-1.mat (application/matlab-mat; 144.34 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF200G-S2-100k_Tesla-1.png (image/png; 12.7 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF300G-S2-100k_Tesla-1.mat (application/matlab-mat; 144.13 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF300G-S2-100k_Tesla-1.png (image/png; 12.83 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF400G-S2-100k_Tesla-1.mat (application/matlab-mat; 174.19 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF400G-S2-100k_Tesla-1.png (image/png; 16.69 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF500G-S2-100k_Tesla-1.mat (application/matlab-mat; 170.89 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF500G-S2-100k_Tesla-1.png (image/png; 12.78 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF600G-S2-100k_Tesla-1.mat (application/matlab-mat; 161.55 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF600G-S2-100k_Tesla-1.png (image/png; 14.72 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF700G-S2-100k_Tesla-1.mat (application/matlab-mat; 157.77 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF700G-S2-100k_Tesla-1.png (image/png; 14.87 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF800G-S2-100k_Tesla-1.mat (application/matlab-mat; 149.8 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF800G-S2-100k_Tesla-1.png (image/png; 20.96 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF900G-S2-100k_Tesla-1.mat (application/matlab-mat; 141.98 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-AF900G-S2-100k_Tesla-1.png (image/png; 20.81 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-S2-100k_Tesla-1.mat (application/matlab-mat; 146.36 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),EAL_RogerSpherules-IRM1T-S2-100k_Tesla-1.png (image/png; 13.47 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),GRA95229_1-1.mat (application/matlab-mat; 1.22 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),GRA95229_1-1.png (image/png; 113.22 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),GRA95229_2-1.mat (application/matlab-mat; 754.75 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),GRA95229_2-1.png (image/png; 81.82 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),GRA95229_3-1.mat (application/matlab-mat; 1.26 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),GRA95229_3-1.png (image/png; 100.29 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),GRA95229_4-1.mat (application/matlab-mat; 1.2 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),GRA95229_4-1.png (image/png; 102.86 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_10-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_10-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_11-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_11-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_1-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_1-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_12-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_12-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_13-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_13-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_14-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_14-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_15-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_15-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_16-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_16-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_17-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_17-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_18-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_18-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_19-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_19-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_20-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_20-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_21-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_21-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_2-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_2-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_22-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_22-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_23-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_23-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_24-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_24-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_25-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_25-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_26-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_26-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_27-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_27-1.mat (application/matlab-mat; 1.85 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_28-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_28-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_29-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_29-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_30-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_30-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_31-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_31-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_3-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_3-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_32-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_32-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_33-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_33-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_34-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_34-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_35-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_35-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_36-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_36-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_37-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_37-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_38-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_38-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_39-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_39-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_40-1.mat (application/matlab-mat; 1.83 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_40-1.mat (application/matlab-mat; 1.81 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_41-1.mat (application/matlab-mat; 1.84 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_41-1.mat (application/matlab-mat; 1.82 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HNJGQW (RELEASED),Replication Data for: High sensitivity moment magnetometry with the quantum diamond microscope (Harvard Dataverse),map_4-1.mat (application/matlab-mat; 1.83 MB)
