datasetURL (publicationState),datasetTitle (dataverseName),"fileName (fileType, fileSize)"
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RZP6NS (RELEASED),Inflation expectations and macroeconomic data from Brazil (Inflation Expectations and Macroeconomic Data Brazil Dataverse),Dados Geral Repositorio.tab (text/tab-separated-values; 26.8 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",allgroups.tsv (text/tsv; 3.15 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",authorgroups.tsv (text/tsv; 101.24 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",authorsets.tab (text/tab-separated-values; 14.44 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",bad_id_tester.py (text/x-python; 2.03 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",comparativetrends.png (image/png; 512.24 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",compare_stanford_trends.ipynb (application/x-ipynb+json; 318.53 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",connected.png (image/png; 123.1 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",contested_volumes.tab (text/tab-separated-values; 7.29 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",CorrectionRules.txt (text/plain; 1.96 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",EDA_on_manual_title_subset.ipynb (application/x-ipynb+json; 300.93 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",enrichpre23.py (text/x-python; 3.12 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",errorcurve.png (image/png; 129.85 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic0.json (application/json; 45.59 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic10.json (application/json; 46.3 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic11.json (application/json; 45.75 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic12.json (application/json; 33.29 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic1.json (application/json; 47.47 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic2.json (application/json; 47.26 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic3.json (application/json; 47.22 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic4.json (application/json; 56.07 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic5.json (application/json; 55.6 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic6.json (application/json; 47.45 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic7.json (application/json; 36.89 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic8.json (application/json; 46.88 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fic9.json (application/json; 47.03 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fictionfrequencies.tab (text/tab-separated-values; 55.83 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",filename_translator.tab (text/tab-separated-values; 33.25 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",final_polish_recordmeta.ipynb (application/x-ipynb+json; 9.53 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",final_polish_titlemeta.ipynb (application/x-ipynb+json; 8.78 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",first_deduplication.ipynb (application/x-ipynb+json; 29.75 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",firstrandomselection.ipynb (application/x-ipynb+json; 54.87 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",firstsample.tab (text/tab-separated-values; 936.75 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fix_docids_and_copies.ipynb (application/x-ipynb+json; 10.66 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",frequently_reprinted_datadict.md (text/markdown; 5.29 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",frequently_reprinted_subset.tab (text/tab-separated-values; 847.73 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",fulltrainingdata.tab (text/tab-separated-values; 211.42 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",gather_oa.py (text/x-python; 1.86 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",gender_balanced_subset.tab (text/tab-separated-values; 320.11 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",generate_path_list.py (text/x-python; 2.28 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",genre_propagation.ipynb (application/x-ipynb+json; 4.67 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",ignoredgroups.tsv (text/tsv; 9.48 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",incopyrightdatadictionary.md (text/markdown; 4.58 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",incopyrightfiction.tab (text/tab-separated-values; 37.69 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",jessicamanycopies.tab (text/tab-separated-values; 52.31 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",jessica.tab (text/tab-separated-values; 187.69 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",jessica.tab (text/tab-separated-values; 220.99 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",justpathlist.txt (text/plain; 13.6 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",labnotebook.md (text/markdown; 2.63 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",LICENSE (text/plain; charset=US-ASCII; 1.04 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",literaturemissingfromhathi.tab (text/tab-separated-values; 2.26 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",make_frequently_reprinted_subset.ipynb (application/x-ipynb+json; 16.86 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",make_gender_balanced_subset.ipynb (application/x-ipynb+json; 5.82 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",make_manual_title_subset.ipynb (application/x-ipynb+json; 24.96 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",make_predictions.py (text/x-python; 3.37 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",make_sample_matrix.py (text/x-python; 1.28 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",make_weighted_subset.ipynb (application/x-ipynb+json; 43.06 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",make_weighted_supplement.ipynb (application/x-ipynb+json; 97.41 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",manual_author_matches.tab (text/tab-separated-values; 4.55 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",manually_find_authmatches.ipynb (application/x-ipynb+json; 36.61 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",manual_title_data_dictionary.md (text/markdown; 2.87 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",manual_title_subset.tab (text/tab-separated-values; 594.72 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",master_cleaning.ipynb (application/x-ipynb+json; 35.11 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",maystatusreport.md (text/markdown; 6.77 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",merge_sources_to_master.py (text/x-python; 2.15 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",metaselector.py (text/x-python; 13.44 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",missingfic1.json (application/json; 46.58 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",missingfic2.json (application/json; 46.15 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",missingfic3.json (application/json; 5.3 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",modelingprocess.py (text/x-python; 4.6 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",newgenderbalancedstanford.tab (text/tab-separated-values; 47.87 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",newmanualtitlestanford.tab (text/tab-separated-values; 86.17 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",new_oa_fiction.tab (text/tab-separated-values; 1.09 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",newpopularstanford.tab (text/tab-separated-values; 66.17 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",offby10.png (image/png; 121.32 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",oldversion_second_deduplication.ipynb (application/x-ipynb+json; 30.0 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",parsed.png (image/png; 73.15 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",parsefeaturejsons.py (text/x-python; 25.86 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",patrickmanycopies.tab (text/tab-separated-values; 51.17 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",patrick.tab (text/tab-separated-values; 187.0 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",patrick.tab (text/tab-separated-values; 214.52 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",pctfic.png (image/png; 81.8 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",pctjuvenile.png (image/png; 100.69 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",pctnovels.png (image/png; 85.08 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",pctusa.png (image/png; 217.75 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",pctwomen.png (image/png; 23.52 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",pctwomentwodatasets.png (image/png; 255.45 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",percent_fic_in_list4.ipynb (application/x-ipynb+json; 62.33 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",percentlabeledfic.png (image/png; 256.14 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",PersonalNames.txt (text/plain; 32.47 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",PlaceNames.txt (text/plain; 5.1 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",pre1923datadictionary.md (text/markdown; 1.6 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",pre1923hathifiction.tab (text/tab-separated-values; 19.17 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",process.md (text/markdown; 2.65 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",proposedstarter.md (text/markdown; 5.93 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",readme.md (text/markdown; 4.0 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",readme.md (text/markdown; 4.2 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",readme.md (text/markdown; 2.8 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",readme.md (text/markdown; 1.8 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",readme.md (text/markdown; 517 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",readme.md (text/markdown; 1024 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",readme.md (text/markdown; 6.16 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",readme.md (text/markdown; 336 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",readme.txt (text/plain; 156 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",recordmeta_data_dictionary.md (text/markdown; 4.98 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",recordmeta.tab (text/tab-separated-values; 65.51 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",reprints.tab (text/tab-separated-values; 3.81 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",revisedproposal.md (text/markdown; 8.04 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",romannumerals.txt (text/plain; 3.22 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",second_deduplication.ipynb (application/x-ipynb+json; 50.02 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",sidebyside.png (image/png; 595.36 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",simpson_paradox.ipynb (application/x-ipynb+json; 37.49 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",simpsonparadox.png (image/png; 114.83 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",SonicScrewdriver.py (text/x-python; 9.68 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",spotcheck.ipynb (application/x-ipynb+json; 219.86 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",stanfordratiofeaturejsons.py (text/x-python; 9.4 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",stanford.tab (text/tab-separated-values; 14.94 KB)
